"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.62";"2019-03-15 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.42";"2019-03-15 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.93";"2019-03-15 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders N.V.";"NL0011279492";"0.78";"2019-03-15 00:00:00"
"TT International";"Pharming Group N.V.";"NL0010391025";"0.52";"2019-03-15 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.75";"2019-03-15 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.80";"2019-03-15 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.42";"2019-03-14 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.26";"2019-03-14 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.34";"2019-03-14 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.79";"2019-03-14 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.20";"2019-03-13 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.51";"2019-03-13 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.31";"2019-03-13 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.32";"2019-03-13 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.61";"2019-03-13 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.59";"2019-03-12 00:00:00"
"Highbridge Capital Management LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.47";"2019-03-12 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.20";"2019-03-12 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.25";"2019-03-12 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.82";"2019-03-12 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.56";"2019-03-12 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.62";"2019-03-11 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.12";"2019-03-11 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.09";"2019-03-11 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.14";"2019-03-08 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2019-03-08 00:00:00"
"BlackRock Institutional Trust Company, National Association";"PostNL N.V.";"NL0009739416";"0.48";"2019-03-08 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.21";"2019-03-08 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.72";"2019-03-08 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.94";"2019-03-08 00:00:00"
"Linden Advisors LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2019-03-08 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.13";"2019-03-08 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.31";"2019-03-08 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.57";"2019-03-08 00:00:00"
"AHL Partners LLP";"Fugro N.V.";"NL0000352565";"2.04";"2019-03-07 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.71";"2019-03-07 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.03";"2019-03-07 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.64";"2019-03-07 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders N.V.";"NL0011279492";"0.67";"2019-03-07 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.75";"2019-03-07 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.80";"2019-03-07 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.31";"2019-03-06 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2019-03-06 00:00:00"
"BlackRock Institutional Trust Company, National Association";"PostNL N.V.";"NL0009739416";"0.54";"2019-03-06 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.60";"2019-03-06 00:00:00"
"Hound Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.54";"2019-03-06 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.22";"2019-03-06 00:00:00"
"Merian Global Investors (UK) Limited";"PostNL N.V.";"NL0009739416";"0.44";"2019-03-06 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.93";"2019-03-05 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.78";"2019-03-05 00:00:00"
"Numeric Investors LLC";"Fugro N.V.";"NL0000352565";"0.42";"2019-03-05 00:00:00"
"Philadelphia Financial Management of San Francisco, LLC";"Flow Traders N.V.";"NL0011279492";"0.54";"2019-03-05 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.98";"2019-03-05 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.49";"2019-03-05 00:00:00"
"AXA Investment Managers Chorus Limited";"PostNL N.V.";"NL0009739416";"0.49";"2019-03-04 00:00:00"
"BlackRock Institutional Trust Company, National Association";"PostNL N.V.";"NL0009739416";"0.61";"2019-03-04 00:00:00"
"Eminence Capital, LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.54";"2019-03-04 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.58";"2019-03-04 00:00:00"
"Marshall Wace LLP";"Accell Group N.V.";"NL0009767532";"0.49";"2019-03-04 00:00:00"
"Merian Global Investors (UK) Limited";"PostNL N.V.";"NL0009739416";"0.58";"2019-03-04 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.17";"2019-03-04 00:00:00"
"Numeric Investors LLC";"Fugro N.V.";"NL0000352565";"0.51";"2019-03-04 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.08";"2019-03-04 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.40";"2019-03-01 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.11";"2019-03-01 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.19";"2019-03-01 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.70";"2019-03-01 00:00:00"
"Merian Global Investors (UK) Limited";"PostNL N.V.";"NL0009739416";"0.65";"2019-03-01 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.84";"2019-03-01 00:00:00"
"AHL Partners LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.49";"2019-02-28 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.29";"2019-02-28 00:00:00"
"BlackRock Institutional Trust Company, National Association";"PostNL N.V.";"NL0009739416";"0.76";"2019-02-28 00:00:00"
"DNB Asset Management AS";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.51";"2019-02-28 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.61";"2019-02-28 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.99";"2019-02-28 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.73";"2019-02-28 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.27";"2019-02-28 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.76";"2019-02-28 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.31";"2019-02-27 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.38";"2019-02-27 00:00:00"
"Capital Fund Management S.A.";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2019-02-27 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.57";"2019-02-27 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.21";"2019-02-27 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.67";"2019-02-27 00:00:00"
"BlackRock Institutional Trust Company, National Association";"PostNL N.V.";"NL0009739416";"0.86";"2019-02-26 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.55";"2019-02-26 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.60";"2019-02-26 00:00:00"
"Highbridge Capital Management LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2019-02-26 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.79";"2019-02-26 00:00:00"
"Voleon Capital Management LP";"Heijmans N.V.";"NL0009269109";"0.81";"2019-02-26 00:00:00"
"AHL Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.59";"2019-02-25 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.20";"2019-02-25 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.80";"2019-02-25 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.76";"2019-02-25 00:00:00"
"Highbridge Capital Management LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.48";"2019-02-25 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.05";"2019-02-25 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.23";"2019-02-25 00:00:00"
"Numeric Investors LLC";"Fugro N.V.";"NL0000352565";"0.69";"2019-02-25 00:00:00"
"WorldQuant, LLC";"ASM International N.V.";"NL0000334118";"0.44";"2019-02-25 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.45";"2019-02-25 00:00:00"
"AQR Capital Management, LLC";"Galapagos N.V.";"BE0003818359";"1.70";"2019-02-22 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.69";"2019-02-22 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL0000352565";"1.01";"2019-02-22 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"2.84";"2019-02-22 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.89";"2019-02-22 00:00:00"
"Engadine Partners LLP";"ARCADIS N.V.";"NL0006237562";"1.03";"2019-02-22 00:00:00"
"GAM Investment Management (Switzerland) Ltd. ? Lugano Branch";"Wereldhave N.V.";"NL0000289213";"0.53";"2019-02-22 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.46";"2019-02-22 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.30";"2019-02-22 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.99";"2019-02-22 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.51";"2019-02-22 00:00:00"
"WorldQuant, LLC";"Fugro N.V.";"NL0000352565";"0.53";"2019-02-22 00:00:00"
"AHL Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.67";"2019-02-21 00:00:00"
"AQR Capital Management, LLC";"Galapagos N.V.";"BE0003818359";"1.69";"2019-02-21 00:00:00"
"AXA Investment Managers Chorus Limited";"PostNL N.V.";"NL0009739416";"0.58";"2019-02-21 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.77";"2019-02-21 00:00:00"
"Capital Fund Management S.A.";"PostNL N.V.";"NL0009739416";"1.11";"2019-02-21 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.90";"2019-02-21 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.30";"2019-02-21 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.19";"2019-02-21 00:00:00"
"Merian Global Investors (UK) Limited";"BE Semiconductor Industries N.V.";"NL0012866412";"1.68";"2019-02-21 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.80";"2019-02-21 00:00:00"
"Voleon Capital Management LP";"Fugro N.V.";"NL0000352565";"0.82";"2019-02-21 00:00:00"
"WorldQuant, LLC";"ASM International N.V.";"NL0000334118";"0.52";"2019-02-21 00:00:00"
"AQR Capital Management, LLC";"Galapagos N.V.";"BE0003818359";"1.70";"2019-02-20 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"0.47";"2019-02-20 00:00:00"
"Canada Pension Plan Investment Board";"Pharming Group N.V.";"NL0010391025";"0.91";"2019-02-20 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"2.70";"2019-02-20 00:00:00"
"Gladstone Capital Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.48";"2019-02-20 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.56";"2019-02-20 00:00:00"
"Highbridge Capital Management LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2019-02-20 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.57";"2019-02-20 00:00:00"
"Linden Advisors LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.35";"2019-02-20 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.98";"2019-02-20 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.10";"2019-02-20 00:00:00"
"Numeric Investors LLC";"Fugro N.V.";"NL0000352565";"0.78";"2019-02-20 00:00:00"
"Polar Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.81";"2019-02-20 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.11";"2019-02-20 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.44";"2019-02-20 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.53";"2019-02-20 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"0.59";"2019-02-19 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"2.11";"2019-02-19 00:00:00"
"Merian Global Investors (UK) Limited";"BE Semiconductor Industries N.V.";"NL0012866412";"1.77";"2019-02-19 00:00:00"
"PDT Partners, LLC";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.51";"2019-02-19 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.21";"2019-02-19 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.56";"2019-02-19 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.45";"2019-02-19 00:00:00"
"AHL Partners LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.59";"2019-02-18 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"0.60";"2019-02-18 00:00:00"
"Capital Fund Management S.A.";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.78";"2019-02-18 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.09";"2019-02-18 00:00:00"
"SFM UK Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.41";"2019-02-18 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"0.73";"2019-02-15 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL0000352565";"0.90";"2019-02-15 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"2.61";"2019-02-15 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.09";"2019-02-15 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.60";"2019-02-15 00:00:00"
"Numeric Investors LLC";"Fugro N.V.";"NL0000352565";"0.81";"2019-02-15 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.55";"2019-02-15 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.30";"2019-02-14 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"0.89";"2019-02-14 00:00:00"
"Boldhaven Management LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.49";"2019-02-14 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.77";"2019-02-14 00:00:00"
"Engadine Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.91";"2019-02-14 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.28";"2019-02-14 00:00:00"
"Polar Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.70";"2019-02-14 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.80";"2019-02-13 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.67";"2019-02-13 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.73";"2019-02-13 00:00:00"
"Marshall Wace LLP";"Signify N.V.";"NL0011821392";"1.30";"2019-02-13 00:00:00"
"Merian Global Investors (UK) Limited";"Fugro N.V.";"NL0000352565";"0.47";"2019-02-13 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"2.56";"2019-02-12 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.79";"2019-02-12 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.15";"2019-02-12 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.72";"2019-02-12 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.01";"2019-02-12 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.68";"2019-02-12 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.85";"2019-02-11 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.80";"2019-02-11 00:00:00"
"Lansdowne Partners (UK) LLP";"Signify N.V.";"NL0011821392";"0.54";"2019-02-11 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.63";"2019-02-11 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.53";"2019-02-11 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.12";"2019-02-11 00:00:00"
"ShadowFall Fund Limited";"ARCADIS N.V.";"NL0006237562";"0.50";"2019-02-11 00:00:00"
"Wellington Management Company LLP";"Wereldhave N.V.";"NL0000289213";"0.76";"2019-02-11 00:00:00"
"Merian Global Investors (UK) Limited";"BE Semiconductor Industries N.V.";"NL0012866412";"1.88";"2019-02-09 00:00:00"
"Merian Global Investors (UK) Limited";"Fugro N.V.";"NL0000352565";"0.57";"2019-02-09 00:00:00"
"D. E. Shaw & Co., L.P.";"Wereldhave N.V.";"NL0000289213";"0.92";"2019-02-08 00:00:00"
"Marshall Wace LLP";"Accell Group N.V.";"NL0009767532";"0.59";"2019-02-08 00:00:00"
"Marshall Wace LLP";"Flow Traders N.V.";"NL0011279492";"0.54";"2019-02-08 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.25";"2019-02-08 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.49";"2019-02-08 00:00:00"
"Wellington Management Company LLP";"Wereldhave N.V.";"NL0000289213";"0.67";"2019-02-08 00:00:00"
"Capital Fund Management S.A.";"Fugro N.V.";"NL0000352565";"1.29";"2019-02-07 00:00:00"
"Citadel Europe LLP";"Fugro N.V.";"NL0000352565";"2.64";"2019-02-07 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.74";"2019-02-07 00:00:00"
"Linden Advisors LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2019-02-07 00:00:00"
"Marshall Wace LLP";"Altice Europe N.V.";"NL0011333752";"1.00";"2019-02-07 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.94";"2019-02-07 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.50";"2019-02-07 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.79";"2019-02-07 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.70";"2019-02-06 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Pharming Group N.V.";"NL0010391025";"0.61";"2019-02-06 00:00:00"
"Merian Global Investors (UK) Limited";"Fugro N.V.";"NL0000352565";"0.66";"2019-02-06 00:00:00"
"Millennium Capital Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.64";"2019-02-06 00:00:00"
"Numeric Investors LLC";"Fugro N.V.";"NL0000352565";"0.70";"2019-02-06 00:00:00"
"Abaco Asset Management LLP";"Flow Traders N.V.";"NL0011279492";"0.49";"2019-02-05 00:00:00"
"AHL Partners LLP";"PostNL N.V.";"NL0009739416";"1.03";"2019-02-05 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.49";"2019-02-05 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"1.39";"2019-02-05 00:00:00"
"Merian Global Investors (UK) Limited";"BE Semiconductor Industries N.V.";"NL0012866412";"1.97";"2019-02-05 00:00:00"
"Millennium International Management LP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.89";"2019-02-05 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2019-02-05 00:00:00"
"AHL Partners LLP";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.79";"2019-02-04 00:00:00"
"Balyasny Asset Management LP";"Wereldhave N.V.";"NL0000289213";"0.44";"2019-02-04 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.89";"2019-02-04 00:00:00"
"GAM Investment Management (Switzerland) Ltd. ? Lugano Branch";"Wereldhave N.V.";"NL0000289213";"0.61";"2019-02-04 00:00:00"
