"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.16";"2020-01-20 00:00:00"
"Lucerne Capital Management, L.P.";"Wereldhave N.V.";"NL0000289213";"0.84";"2020-01-20 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.70";"2020-01-20 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2020-01-17 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.29";"2020-01-16 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.00";"2020-01-16 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"0.93";"2020-01-16 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.18";"2020-01-16 00:00:00"
"Toscafund Asset Management LLP";"Wereldhave N.V.";"NL0000289213";"1.02";"2020-01-16 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.70";"2020-01-15 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.08";"2020-01-15 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"0.86";"2020-01-15 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.62";"2020-01-15 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.27";"2020-01-14 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.79";"2020-01-14 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.93";"2020-01-14 00:00:00"
"Linden Advisors LP";"Pharming Group N.V.";"NL0010391025";"0.56";"2020-01-14 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.84";"2020-01-13 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.59";"2020-01-13 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.28";"2020-01-13 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.71";"2020-01-10 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.60";"2020-01-10 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.23";"2020-01-09 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.88";"2020-01-09 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.41";"2020-01-08 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2020-01-08 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.68";"2020-01-08 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.45";"2020-01-07 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.96";"2020-01-07 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.58";"2020-01-06 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.38";"2020-01-03 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.38";"2020-01-03 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.38";"2020-01-03 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.70";"2020-01-03 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.63";"2020-01-03 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.10";"2020-01-03 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.90";"2020-01-03 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.40";"2020-01-02 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.40";"2020-01-02 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2020-01-02 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.60";"2020-01-02 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.99";"2020-01-02 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.39";"2019-12-31 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.73";"2019-12-31 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.59";"2019-12-31 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.72";"2019-12-30 00:00:00"
"Lucerne Capital Management, L.P.";"Wereldhave N.V.";"NL0000289213";"0.71";"2019-12-30 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.69";"2019-12-30 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.39";"2019-12-27 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.67";"2019-12-27 00:00:00"
"Lucerne Capital Management, L.P.";"Wereldhave N.V.";"NL0000289213";"0.66";"2019-12-27 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.89";"2019-12-23 00:00:00"
"Farallon Capital Europe LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.52";"2019-12-23 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.39";"2019-12-20 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.70";"2019-12-19 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.19";"2019-12-19 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.10";"2019-12-18 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.04";"2019-12-18 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.99";"2019-12-18 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.32";"2019-12-17 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.61";"2019-12-17 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2019-12-16 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.29";"2019-12-16 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.50";"2019-12-13 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.29";"2019-12-13 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.09";"2019-12-13 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.80";"2019-12-11 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"0.53";"2019-12-11 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.58";"2019-12-11 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.49";"2019-12-09 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.70";"2019-12-09 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.39";"2019-12-09 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.11";"2019-12-09 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.77";"2019-12-09 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.99";"2019-12-06 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.90";"2019-12-06 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.04";"2019-12-05 00:00:00"
"B&G Master Fund Plc";"Fugro N.V.";"NL0000352565";"0.81";"2019-12-04 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.48";"2019-12-04 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.49";"2019-12-03 00:00:00"
"SFM UK Management LLP";"TKH Group N.V.";"NL0000852523";"0.80";"2019-12-03 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"1.00";"2019-12-02 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.49";"2019-12-02 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.40";"2019-12-02 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.00";"2019-12-02 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.56";"2019-12-02 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.67";"2019-11-29 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.58";"2019-11-28 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.90";"2019-11-28 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.70";"2019-11-27 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.40";"2019-11-26 00:00:00"
"B&G Master Fund Plc";"Fugro N.V.";"NL0000352565";"0.78";"2019-11-26 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.09";"2019-11-26 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.64";"2019-11-26 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.98";"2019-11-25 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.69";"2019-11-22 00:00:00"
"CQS (UK) LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.53";"2019-11-22 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"0.90";"2019-11-21 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.89";"2019-11-21 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.70";"2019-11-20 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.61";"2019-11-20 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.39";"2019-11-20 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.81";"2019-11-20 00:00:00"
"AKO Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.53";"2019-11-19 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.77";"2019-11-19 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.90";"2019-11-19 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2019-11-18 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.67";"2019-11-18 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.39";"2019-11-15 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.58";"2019-11-15 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.00";"2019-11-15 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.70";"2019-11-15 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"0.80";"2019-11-14 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.72";"2019-11-14 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.70";"2019-11-12 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.88";"2019-11-11 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.71";"2019-11-08 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.63";"2019-11-08 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.49";"2019-11-07 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.69";"2019-11-07 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.99";"2019-11-06 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.90";"2019-11-06 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.51";"2019-11-06 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.72";"2019-11-06 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.88";"2019-11-05 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.88";"2019-11-05 00:00:00"
"SFM UK Management LLP";"TKH Group N.V.";"NL0000852523";"0.71";"2019-11-05 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.69";"2019-11-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.01";"2019-11-04 00:00:00"
"SFM UK Management LLP";"TKH Group N.V.";"NL0000852523";"0.62";"2019-11-04 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.59";"2019-11-01 00:00:00"
"Marshall Wace Asia Limited";"ARCADIS N.V.";"NL0006237562";"1.40";"2019-11-01 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.35";"2019-11-01 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.67";"2019-11-01 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.98";"2019-11-01 00:00:00"
"SFM UK Management LLP";"TKH Group N.V.";"NL0000852523";"0.57";"2019-11-01 00:00:00"
"Citadel Europe LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.64";"2019-10-31 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.13";"2019-10-31 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"0.71";"2019-10-30 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"2.00";"2019-10-30 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.39";"2019-10-30 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.09";"2019-10-30 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.70";"2019-10-30 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.25";"2019-10-30 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.59";"2019-10-29 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.98";"2019-10-29 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.40";"2019-10-29 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.00";"2019-10-28 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.56";"2019-10-28 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.53";"2019-10-25 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"1.10";"2019-10-25 00:00:00"
"Citadel Europe LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.81";"2019-10-24 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.10";"2019-10-24 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.45";"2019-10-24 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.63";"2019-10-24 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.42";"2019-10-24 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.88";"2019-10-24 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.69";"2019-10-23 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.60";"2019-10-22 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"0.62";"2019-10-22 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.66";"2019-10-22 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.74";"2019-10-21 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.68";"2019-10-18 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.71";"2019-10-18 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.02";"2019-10-18 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.90";"2019-10-18 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.87";"2019-10-18 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.99";"2019-10-18 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU1598757687";"0.50";"2019-10-17 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.99";"2019-10-17 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"2.93";"2019-10-17 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.05";"2019-10-16 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.98";"2019-10-15 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.07";"2019-10-15 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.12";"2019-10-15 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.91";"2019-10-14 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.17";"2019-10-11 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.60";"2019-10-10 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.01";"2019-10-10 00:00:00"
"Merian Global Investors (UK) Limited";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"2.19";"2019-10-10 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.99";"2019-10-09 00:00:00"
"Woodson Capital Master Fund, LP";"Wereldhave N.V.";"NL0000289213";"2.32";"2019-10-08 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.74";"2019-10-04 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.40";"2019-10-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.01";"2019-10-04 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.29";"2019-10-03 00:00:00"
"AHL Partners LLP";"SBM Offshore N.V.";"NL0000360618";"0.50";"2019-10-02 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.22";"2019-10-02 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.80";"2019-10-01 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.42";"2019-10-01 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.81";"2019-10-01 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.82";"2019-10-01 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.72";"2019-09-30 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.65";"2019-09-30 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.15";"2019-09-30 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.39";"2019-09-27 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.70";"2019-09-27 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.39";"2019-09-27 00:00:00"
"Lansdowne Partners (UK) LLP";"ARCADIS N.V.";"NL0006237562";"2.62";"2019-09-25 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.70";"2019-09-25 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"3.46";"2019-09-25 00:00:00"
"Marshall Wace LLP";"Galapagos N.V.";"BE0003818359";"0.60";"2019-09-24 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.01";"2019-09-23 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.69";"2019-09-20 00:00:00"
"Citadel Europe LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.70";"2019-09-20 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.39";"2019-09-20 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.70";"2019-09-19 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.33";"2019-09-19 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.40";"2019-09-19 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.69";"2019-09-18 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.79";"2019-09-18 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.90";"2019-09-17 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.21";"2019-09-16 00:00:00"
"Marshall Wace LLP";"ARCADIS N.V.";"NL0006237562";"2.59";"2019-09-16 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.07";"2019-09-16 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.89";"2019-09-16 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"1.70";"2019-09-13 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.71";"2019-09-13 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.48";"2019-09-13 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.19";"2019-09-12 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.33";"2019-09-11 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.18";"2019-09-11 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.96";"2019-09-11 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.98";"2019-09-10 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.27";"2019-09-10 00:00:00"
"B&G Master Fund Plc";"Fugro N.V.";"NL0000352565";"0.88";"2019-09-06 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"1.00";"2019-09-04 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"2.09";"2019-09-04 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.20";"2019-09-03 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.89";"2019-08-30 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.71";"2019-08-30 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.30";"2019-08-30 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"1.40";"2019-08-28 00:00:00"
"Toscafund Asset Management LLP";"Wereldhave N.V.";"NL0000289213";"0.91";"2019-08-28 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.11";"2019-08-26 00:00:00"
"D. E. Shaw & Co., L.P.";"Galapagos N.V.";"BE0003818359";"0.95";"2019-08-26 00:00:00"
"Citadel Europe LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.60";"2019-08-23 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"AMG Advanced Metallurgical Group N.V.";"NL0000888691";"1.54";"2019-08-23 00:00:00"
"Systematica Investments Limited";"Fugro N.V.";"NL0000352565";"0.80";"2019-08-23 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.04";"2019-08-22 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.21";"2019-08-22 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.11";"2019-08-21 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"1.60";"2019-08-20 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.93";"2019-08-19 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Wereldhave N.V.";"NL0000289213";"1.30";"2019-08-19 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.68";"2019-08-19 00:00:00"
"AQR Capital Management, LLC";"Altice Europe N.V.";"NL0011333752";"1.99";"2019-08-16 00:00:00"
