Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;22/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;23/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;23/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;23/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;24/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;24/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;24/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;25/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;25/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;25/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;26/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;26/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;26/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;27/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;27/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;27/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;28/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;28/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;28/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;29/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;29/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;29/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;30/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;30/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;30/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;31/12/2013
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;31/12/2013
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;31/12/2013
Marshall Wace LLP;Proximus;BE0003810273;0,80%;01/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;01/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;01/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;02/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;02/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;02/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;03/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;03/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;03/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;04/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;04/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;04/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;05/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;05/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;05/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;06/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;06/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;06/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;07/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;07/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;07/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;08/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;08/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;08/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;09/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;09/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;09/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;10/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;10/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;10/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;11/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;11/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;11/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;12/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;12/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;12/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;13/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;13/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;13/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;14/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;14/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;14/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;1,08%;15/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;15/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;15/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;16/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;16/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;16/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;17/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;17/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;17/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;18/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;18/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;18/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;19/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;19/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;19/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;20/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;20/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;20/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;21/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;21/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;21/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;22/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;22/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;22/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;23/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;23/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;23/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;24/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;24/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;24/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;25/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;25/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;25/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;26/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;26/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;26/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;27/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;27/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;27/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;28/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;28/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;28/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;29/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;29/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;29/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;30/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;30/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;30/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;31/01/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;31/01/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;31/01/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;01/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;01/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;01/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;02/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;02/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;02/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;03/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;03/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;03/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;04/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;04/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;04/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;05/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;05/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;05/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;06/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;06/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;06/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;07/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;07/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;07/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;08/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;08/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;08/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;09/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;09/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;09/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;10/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;10/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;10/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;11/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;11/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;11/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,94%;12/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;12/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;12/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,88%;13/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,80%;13/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;13/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,78%;14/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;14/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;14/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,78%;15/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;15/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;15/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,78%;16/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;16/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;16/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,78%;17/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;17/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;17/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;18/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;18/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;18/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;19/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;19/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;19/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;20/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;20/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;20/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;21/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;21/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;21/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;22/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;22/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;22/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;23/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;23/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;23/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;24/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;24/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;24/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;25/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;25/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;25/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;26/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;26/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;26/02/2014
Marshall Wace LLP;Proximus;BE0003810273;0,90%;27/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;27/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;27/02/2014
Marshall Wace LLP;Proximus;BE0003810273;1,03%;28/02/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;28/02/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;28/02/2014
Marshall Wace LLP;Proximus;BE0003810273;1,03%;01/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;01/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;01/03/2014
Marshall Wace LLP;Proximus;BE0003810273;1,03%;02/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;02/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;02/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,83%;03/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;03/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;03/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,83%;04/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;04/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;04/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,83%;05/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;05/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;05/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,83%;06/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;06/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;06/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;07/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;07/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;07/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;08/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;08/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;08/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;09/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;09/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;09/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;10/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;10/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;10/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;11/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;11/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;11/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;12/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;12/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;12/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,84%;13/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;13/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;13/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,84%;14/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;14/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;14/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,84%;15/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;15/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;15/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,84%;16/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;16/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;16/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;17/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;17/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;17/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;18/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;18/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;18/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;19/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;19/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;19/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;20/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;20/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;20/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;21/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;21/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;21/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;22/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;22/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;22/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;23/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;23/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;23/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;24/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;24/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;24/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;25/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;25/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;25/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;26/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;26/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;26/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;27/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;27/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;27/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;28/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;28/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;28/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;29/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;29/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;29/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;30/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;30/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;30/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;31/03/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;31/03/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;31/03/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;01/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;01/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;01/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;02/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;02/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;02/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;03/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;03/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;03/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;04/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;04/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;04/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;05/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;05/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;05/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;06/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;06/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;06/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;07/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;07/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;07/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;08/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;08/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;08/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;09/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;09/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;09/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;10/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;10/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;10/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;11/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;11/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;11/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;12/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;12/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;12/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;13/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;13/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;13/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;14/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;14/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;14/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;15/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;15/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;15/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;16/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;16/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;16/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;17/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;17/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;17/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;18/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;18/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;18/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;19/04/2014
AKO Capital LLP for AKO Master Fund Limited;Proximus;BE0003810273;0,69%;19/04/2014
Pennant Capital Management LLC;Proximus;BE0003810273;0,64%;19/04/2014
Marshall Wace LLP;Proximus;BE0003810273;0,79%;20/04/2014
